Unnamed: 0,episodes,chosen_conf_index,chosen_conf,chosen_conf_index_in_labels,number_of_requests,policy1,policy2,loss_q1,loss_q2,loss_w1,loss_w2,avg_response_time,cost,not_chosen_conf,not_chosen_conf_indx,not_chosen_conf_index_in_labels,not_avg_response_time,not_cost
317,318,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,37,0,1,0.0016741736326366,9.47418902796926e-06,,,0.33065981232608915,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2679411764705882,0.0026429630595372
318,319,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,31,1,0,0.0012250770814716,5.493971912073903e-06,,,0.1424499896001374,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2232258064516129,0.0026429630595372
319,320,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,33,1,0,0.0008426379645243,3.519523716022377e-06,,,0.26605702772330453,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2311458333333333,0.0026429630595372
320,321,12,<pyews.server_abstractions.Configuration object at 0x000001EBB4913280>,34,33,1,0,0.004806226119399,3.923685653717257e-06,,,0.1900974317637086,0.1726468100868174,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2337777777777777,0.0026429630595372
321,322,12,<pyews.server_abstractions.Configuration object at 0x000001EBB4913280>,34,32,1,0,0.0104851126670837,1.3383709074332728e-06,,,0.20248695196572872,0.1726468100868174,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2517204301075268,0.0026429630595372
322,323,12,<pyews.server_abstractions.Configuration object at 0x000001EBB4913280>,34,37,1,0,0.0039777257479727,4.899989676232508e-07,,,0.25129044295671976,0.1726468100868174,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2141935483870967,0.0026429630595372
323,324,12,<pyews.server_abstractions.Configuration object at 0x000001EBB4913280>,34,34,1,0,0.0033524967730045,1.5718411304987967e-05,,,0.27451513824023865,0.1726468100868174,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2194444444444444,0.0026429630595372
324,325,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,34,1,0,0.0021533104591071,1.7612119336263277e-05,,,0.25480925588729736,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2802941176470588,0.0026429630595372
325,326,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,34,1,0,0.0040243952535092,2.979387681989465e-05,,,0.22608376569121905,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.34,0.0026429630595372
326,327,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,38,1,0,0.0047467490658164,7.020365956122987e-06,,,0.28872050459730775,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2868518518518518,0.0026429630595372
327,328,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,29,1,0,0.0102685466408729,3.068486876145471e-06,,,0.13478221058641843,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2670707070707071,0.0026429630595372
328,329,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,31,1,0,0.0030887664761394,2.296811771884677e-06,,,0.19255751648185782,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.3233333333333333,0.0026429630595372
329,330,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,34,1,0,0.0038426020182669,7.910125532362144e-06,,,0.22980925588729742,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.282020202020202,0.0026429630595372
330,331,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,32,1,0,0.0154443681240081,7.640722969881608e-07,,,0.19696611863239552,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2874509803921569,0.0026429630595372
331,332,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,28,1,0,0.0147481746971607,4.420256118464749e-06,,,0.11315659482287163,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2957407407407408,0.0026429630595372
332,333,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,36,1,0,0.0185573287308216,5.054233724877122e-07,,,0.23705871122498792,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.3151428571428571,0.0026429630595372
333,334,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,38,1,0,0.0079846773296594,2.9995695513207465e-05,,,0.28336962740432525,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2590909090909091,0.0026429630595372
334,335,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,31,0,1,0.0048002693802118,2.7912636141991243e-05,,,0.17825644121304063,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.230625,0.0026429630595372
335,336,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,30,1,0,0.0015108145307749,3.81419449695386e-05,,,0.18818834085461772,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2126881720430107,0.0026429630595372
336,337,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,35,1,0,0.0052850544452667,1.0501961696718354e-05,,,0.25229945196572884,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2646464646464646,0.0026429630595372
337,338,30,<pyews.server_abstractions.Configuration object at 0x000001EBB4934280>,40,29,1,0,0.0109243998304009,7.341564014495816e-06,,,0.16041439449446443,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2282222222222222,0.0026429630595372
338,339,30,<pyews.server_abstractions.Configuration object at 0x000001EBB4934280>,40,30,1,0,0.0234127193689346,4.187160811852664e-06,,,0.1542994519657288,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.3324761904761905,0.0026429630595372
339,340,30,<pyews.server_abstractions.Configuration object at 0x000001EBB4934280>,40,28,1,0,0.0169610101729631,1.5721984709671233e-06,,,0.11565659482287163,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2712745098039216,0.0026429630595372
340,341,30,<pyews.server_abstractions.Configuration object at 0x000001EBB4934280>,40,35,1,0,0.015989264473319,1.1135016393382102e-05,,,0.25039469006096693,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.294375,0.0026429630595372
341,342,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,37,0,1,0.003678670618683,1.4778829608985689e-06,,,0.23372287538915223,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2181111111111111,0.0026429630595372
342,343,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,32,1,0,0.0195312313735485,1.742401309456909e-06,,,0.17144528529906222,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.3026470588235294,0.0026429630595372
343,344,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,31,1,0,0.0032531237229704,2.7841675546369515e-05,,,0.1986865487399223,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2952777777777778,0.0026429630595372
344,345,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,36,1,0,0.0080051599070429,2.713063076953404e-05,,,0.25770685937313625,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.258125,0.0026429630595372
345,346,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,36,1,0,0.0042945025488734,3.799945716309594e-06,,,0.25316982233609914,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2651515151515151,0.0026429630595372
346,347,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,34,1,0,0.0017570836935192,4.299826468923129e-05,,,0.24647592255396414,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2947619047619048,0.0026429630595372
347,348,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,33,1,0,0.0038827604148536,1.1482770787552e-05,,,0.19494591661219343,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.317027027027027,0.0026429630595372
348,349,12,<pyews.server_abstractions.Configuration object at 0x000001EBB4913280>,34,27,1,0,0.0080181714147329,2.30932005251816e-06,,,0.08326241492869171,0.1726468100868174,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.3161904761904762,0.0026429630595372
349,350,12,<pyews.server_abstractions.Configuration object at 0x000001EBB4913280>,34,33,0,1,0.0048078410327434,2.0887641767330933e-06,,,0.23787520954148642,0.1726468100868174,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2181249999999999,0.0026429630595372
350,351,12,<pyews.server_abstractions.Configuration object at 0x000001EBB4913280>,34,33,1,0,0.0037452038377523,1.3756391581409844e-06,,,0.19939036105663782,0.1726468100868174,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.1912222222222222,0.0026429630595372
351,352,12,<pyews.server_abstractions.Configuration object at 0x000001EBB4913280>,34,35,1,0,0.0024119054432958,1.9699687072716188e-06,,,0.2436327852990621,0.1726468100868174,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2846078431372549,0.0026429630595372
352,353,12,<pyews.server_abstractions.Configuration object at 0x000001EBB4913280>,34,34,0,1,0.0038385577499866,1.92494417206035e-06,,,0.2454955303971014,0.1726468100868174,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.1433333333333333,0.0026429630595372
353,354,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,37,0,1,0.0040387930348515,5.477760396388476e-07,,,0.29093008259635944,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2464516129032258,0.0026429630595372
354,355,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,32,1,0,0.0029136918019503,8.706594235263765e-05,,,0.19884111863239542,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2319191919191919,0.0026429630595372
355,356,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,32,1,0,0.0014967466704547,0.0003021903685294,,,0.1976952852990621,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.3148148148148148,0.0026429630595372
356,357,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,34,1,0,0.0151300281286239,2.232818224001676e-05,,,0.2020641578480817,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2830476190476191,0.0026429630595372
357,358,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,36,1,0,0.0137259596958756,1.0048941476270556e-05,,,0.2784476001138769,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2365591397849462,0.0026429630595372
358,359,30,<pyews.server_abstractions.Configuration object at 0x000001EBB4934280>,40,31,1,0,0.0040426715277135,3.67670800187625e-05,,,0.20814891433132024,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2515151515151514,0.0026429630595372
359,360,30,<pyews.server_abstractions.Configuration object at 0x000001EBB4934280>,40,33,1,0,0.0063933255150914,6.55422336421907e-05,,,0.22353177519805204,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.3296396396396396,0.0026429630595372
360,361,30,<pyews.server_abstractions.Configuration object at 0x000001EBB4934280>,40,32,0,1,0.0031972411088645,3.843448666884797e-06,,,0.2004036186323955,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2782828282828283,0.0026429630595372
361,362,30,<pyews.server_abstractions.Configuration object at 0x000001EBB4934280>,40,33,1,0,0.0026735248975455,0.0001855670125223,,,0.2279762196424964,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2392473118279569,0.0026429630595372
362,363,30,<pyews.server_abstractions.Configuration object at 0x000001EBB4934280>,40,32,1,0,0.0018101837486028,9.138358291238546e-05,,,0.22759111863239553,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.26375,0.0026429630595372
363,364,30,<pyews.server_abstractions.Configuration object at 0x000001EBB4934280>,40,35,1,0,0.0020600585266947,1.8569779058452696e-05,,,0.2681089757752527,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2003333333333333,0.0026429630595372
364,365,37,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,41,33,1,0,0.0065089766867458,4.848156095249578e-05,,,0.22747116913744594,0.0026429630595372,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.257741935483871,0.0026429630595372
365,366,37,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,41,30,1,0,0.0038512744940817,2.937703175120987e-05,,,0.11918834085461771,0.0026429630595372,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.3357657657657657,0.0026429630595372
366,367,37,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,41,36,0,1,0.0046981191262602,2.3359902115771547e-05,,,0.29678093344721035,0.0026429630595372,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.1632183908045977,0.0026429630595372
367,368,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,34,1,0,0.0084848133847117,6.567174750671256e-06,,,0.2091229813774935,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.3605555555555555,0.0026429630595372
368,369,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,34,1,0,0.0061922902241349,6.50854190098471e-06,,,0.20167200098533664,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2776190476190476,0.0026429630595372
369,370,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,35,1,0,0.004141567274928,1.749680632201489e-05,,,0.2538232614895383,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2281720430107527,0.0026429630595372
370,371,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,29,1,0,0.0034547860268503,1.884893572423607e-05,,,0.12190864736802762,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2235483870967742,0.0026429630595372
371,372,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,34,1,0,0.0018090564990416,1.689750024524983e-05,,,0.19706415784808173,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2886274509803921,0.0026429630595372
372,373,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,37,0,1,0.0060252682305872,1.606981095392257e-05,,,0.23507422674050352,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.1982795698924731,0.0026429630595372
373,374,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,29,1,0,0.0180191993713378,6.680213573417859e-06,,,0.14075922208067132,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2515625,0.0026429630595372
374,375,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,28,1,0,0.0207457691431045,4.276735126040876e-05,,,0.11018040434668111,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2594791666666667,0.0026429630595372
375,376,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,34,1,0,0.0080191697925329,4.561707828543149e-05,,,0.27382886373043464,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2758823529411764,0.0026429630595372
376,377,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,35,0,1,0.0077786669135093,5.861899808223825e-06,,,0.25277564244191936,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2357291666666666,0.0026429630595372
377,378,30,<pyews.server_abstractions.Configuration object at 0x000001EBB4934280>,40,29,1,0,0.0017527893651276,3.651332008303143e-05,,,0.16616152093124603,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2291666666666666,0.0026429630595372
378,379,30,<pyews.server_abstractions.Configuration object at 0x000001EBB4934280>,40,36,1,0,0.0041406704112887,6.877080522826873e-06,,,0.26057722974350656,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2916129032258064,0.0026429630595372
379,380,30,<pyews.server_abstractions.Configuration object at 0x000001EBB4934280>,40,31,1,0,0.0137614402920007,3.53769291905337e-06,,,0.15008439820228792,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2398039215686274,0.0026429630595372
380,381,30,<pyews.server_abstractions.Configuration object at 0x000001EBB4934280>,40,34,1,0,0.0046900138258934,8.723861355974805e-06,,,0.23794651078925813,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2579411764705882,0.0026429630595372
381,382,30,<pyews.server_abstractions.Configuration object at 0x000001EBB4934280>,40,32,1,0,0.0047849230468273,3.019938048964832e-06,,,0.2308202852990621,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2822222222222222,0.0026429630595372
382,383,30,<pyews.server_abstractions.Configuration object at 0x000001EBB4934280>,40,33,1,0,0.0104705821722745,2.998756372107892e-06,,,0.19777419944047622,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.1403703703703703,0.0026429630595372
383,384,30,<pyews.server_abstractions.Configuration object at 0x000001EBB4934280>,40,32,1,0,0.0086469370871782,4.382482529763365e-06,,,0.1865494519657288,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.3235897435897436,0.0026429630595372
384,385,37,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,41,32,1,0,0.0021148268133401,3.464841483946657e-06,,,0.18019528529906212,0.0026429630595372,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2432291666666667,0.0026429630595372
385,386,37,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,41,31,1,0,0.0028002026956528,5.794219305244042e-06,,,0.14847149497648152,0.0026429630595372,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2314583333333333,0.0026429630595372
386,387,37,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,41,36,1,0,0.0034653497859835,5.714785402233247e-06,,,0.25270685937313614,0.0026429630595372,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.20752688172043,0.0026429630595372
387,388,37,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,41,31,1,0,0.0063273371197283,2.8785905669792555e-05,,,0.17201988207325572,0.0026429630595372,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.240625,0.0026429630595372
388,389,37,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,41,30,1,0,0.0058286329731345,1.1276693840045482e-05,,,0.15029945196572872,0.0026429630595372,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2535353535353535,0.0026429630595372
389,390,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,30,0,1,0.0021722661331295,1.4059817203815328e-06,,,0.16874389641017323,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2033333333333332,0.0026429630595372
390,391,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,35,1,0,0.0015157372690737,3.6802541671931976e-06,,,0.24677564244191932,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2862857142857142,0.0026429630595372
391,392,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,34,1,0,0.0009675603942014,4.160607659287052e-06,,,0.22461317745592482,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2430392156862744,0.0026429630595372
392,393,30,<pyews.server_abstractions.Configuration object at 0x000001EBB4934280>,40,32,1,0,0.002688203472644,4.588168849295471e-06,,,0.25717445196572886,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.3510256410256411,0.0026429630595372
393,394,30,<pyews.server_abstractions.Configuration object at 0x000001EBB4934280>,40,33,1,0,0.0025299526751041,4.800684109795839e-06,,,0.2120166236829005,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.3228703703703703,0.0026429630595372
394,395,30,<pyews.server_abstractions.Configuration object at 0x000001EBB4934280>,40,33,1,0,0.0037246835418045,2.364513193242601e-06,,,0.2187843004505773,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2714285714285714,0.0026429630595372
395,396,30,<pyews.server_abstractions.Configuration object at 0x000001EBB4934280>,40,31,1,0,0.0027321432717144,2.5485142032266594e-06,,,0.2059983766969116,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.1332051282051282,0.0026429630595372
396,397,30,<pyews.server_abstractions.Configuration object at 0x000001EBB4934280>,40,30,1,0,0.0024003121070563,2.4648779799463227e-06,,,0.1714105630768399,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2438709677419355,0.0026429630595372
397,398,30,<pyews.server_abstractions.Configuration object at 0x000001EBB4934280>,40,36,1,0,0.0011023648548871,1.163629349321127e-06,,,0.27335500752128444,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2872043010752688,0.0026429630595372
398,399,30,<pyews.server_abstractions.Configuration object at 0x000001EBB4934280>,40,35,1,0,0.0012164439540356,2.791894530673744e-06,,,0.24525183291810973,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2949019607843137,0.0026429630595372
399,400,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,33,1,0,0.004626736510545,4.043662556796335e-06,,,0.2158550075212843,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.3135238095238095,0.0026429630595372
400,401,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,32,1,0,0.0035702572204172,4.071820058015874e-06,,,0.2084244519657288,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2458064516129032,0.0026429630595372
401,402,37,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,41,35,1,0,0.0024778796359896,9.6637984370318e-07,,,0.22553754720382405,0.0026429630595372,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.3008080808080808,0.0026429630595372
402,403,37,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,41,38,1,0,0.0035526705905795,7.327644198085181e-07,,,0.25284331161485163,0.0026429630595372,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2614705882352942,0.0026429630595372
403,404,37,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,41,29,1,0,0.0021923494059592,7.24859035017289e-07,,,0.10409255541400461,0.0026429630595372,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2144444444444444,0.0026429630595372
404,405,37,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,41,30,0,1,0.0047277742996811,1.400606493007217e-06,,,0.12463278529906213,0.0026429630595372,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.318611111111111,0.0026429630595372
405,406,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,32,1,0,0.0036340565420687,1.0208774483544405e-06,,,0.1942577852990622,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2903921568627451,0.0026429630595372
406,407,12,<pyews.server_abstractions.Configuration object at 0x000001EBB4913280>,34,32,1,0,0.0103692859411239,1.5203718248812947e-06,,,0.19248695196572882,0.1726468100868174,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.1932183908045977,0.0026429630595372
407,408,12,<pyews.server_abstractions.Configuration object at 0x000001EBB4913280>,34,36,1,0,0.004414590075612,1.1664781141007552e-06,,,0.25576241492869184,0.1726468100868174,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2959459459459459,0.0026429630595372
408,409,12,<pyews.server_abstractions.Configuration object at 0x000001EBB4913280>,34,33,1,0,0.0067586004734039,8.328772764798487e-07,,,0.16302672469300153,0.1726468100868174,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.3336842105263157,0.0026429630595372
409,410,12,<pyews.server_abstractions.Configuration object at 0x000001EBB4913280>,34,33,1,0,0.0026927711442112,7.379956059594406e-07,,,0.20090551257178943,0.1726468100868174,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.273611111111111,0.0026429630595372
410,411,12,<pyews.server_abstractions.Configuration object at 0x000001EBB4913280>,34,35,1,0,0.0020847930572927,4.091218670509989e-07,,,0.2442994519657288,0.1726468100868174,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.212,0.0026429630595372
411,412,12,<pyews.server_abstractions.Configuration object at 0x000001EBB4913280>,34,29,1,0,0.0012398371472954,5.445411375148979e-07,,,0.15409255541400463,0.1726468100868174,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2456989247311828,0.0026429630595372
412,413,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,33,1,0,0.0054335566237568,1.1486638413771288e-06,,,0.2090873307536076,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2058888888888889,0.0026429630595372
413,414,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,30,1,0,0.0050769285298883,9.124985353992088e-07,,,0.16485500752128432,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2304444444444444,0.0026429630595372
414,415,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,34,1,0,0.0055837570689618,7.404925099763204e-07,,,0.24500533431866992,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2073737373737373,0.0026429630595372
415,416,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,33,1,0,0.0075737657025456,4.026268243251252e-07,,,0.23322874489502174,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2433333333333333,0.0026429630595372
