,episodes,chosen_conf_index,chosen_conf,chosen_conf_index_in_labels,number_of_requests,policy1,policy2,loss_q1,loss_q2,loss_w1,loss_w2,avg_response_time,cost,not_chosen_conf,not_chosen_conf_indx,not_chosen_conf_index_in_labels,not_avg_response_time,not_cost
258,259,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,33,0,1,0.0006997791351750493,0.0003889140789397061,,,0.265050505050505,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.292843137254902,0.002642963059537262
259,260,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,29,0,1,0.0012378592509776354,0.000917241268325597,,,0.22494252873563222,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.28627450980392155,0.002642963059537262
260,261,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,29,0,1,0.0007232883363030851,0.0015828389441594481,,,0.2893103448275862,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.19850574712643676,0.002642963059537262
261,262,2,<pyews.server_abstractions.Configuration object at 0x00000203D7AB6050>,5,36,0,1,0.0009027718333527446,0.0011188720818609,,,2.0,2.0,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.38391666666666663,0.002642963059537262
262,263,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,31,0,1,0.0006344997091218829,3.478160942904651e-05,,,0.2572043010752688,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.15641975308641975,0.002642963059537262
263,264,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,31,1,0,0.001322876662015915,0.00013986442354507744,,,0.21397849462365592,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.20720430107526883,0.002642963059537262
264,265,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,34,0,1,0.0026145230513066053,0.0011088998289778829,,,0.24245098039215685,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.33198198198198203,0.002642963059537262
265,266,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,29,0,1,0.0005125418538227677,0.0017497662920504808,,,0.172183908045977,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.06347222222222222,0.002642963059537262
266,267,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,35,0,1,0.0007151353056542575,0.0035252461675554514,,,0.30828571428571433,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2259803921568628,0.002642963059537262
267,268,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,32,0,1,0.0009777857922017574,0.0004907567636109889,,,0.24656250000000002,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.1872043010752688,0.002642963059537262
268,269,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,31,0,1,0.0009111841209232807,6.0548500186996534e-05,,,0.2380645161290323,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.21806451612903224,0.002642963059537262
269,270,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,31,0,1,0.0004482964868657291,0.00028033595299348235,,,0.23505376344086024,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.26208333333333333,0.002642963059537262
270,271,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,29,0,1,0.0017452436732128263,0.002052708063274622,,,0.1547126436781609,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.22411111111111112,0.002642963059537262
271,272,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,32,0,1,0.0002624516491778195,0.002365793101489544,,,0.23531249999999998,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2547311827956989,0.002642963059537262
272,273,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,26,0,1,0.0012193466536700726,0.0018569472013041377,,,0.1507692307692308,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.23427083333333332,0.002642963059537262
273,274,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,29,0,1,0.0010073058074340224,0.000787300756201148,,,0.19321839080459774,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.11794871794871795,0.002642963059537262
274,275,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,30,0,1,0.0016094018938019872,4.422833080752753e-05,,,0.2378888888888889,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.17758620689655175,0.002642963059537262
275,276,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,31,0,1,0.0037499358877539635,0.0005931009072810411,,,0.23010752688172043,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.27872549019607845,0.002642963059537262
276,277,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,30,0,1,0.0008444146951660514,0.001740352134220302,,,0.26233333333333336,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.21666666666666667,0.002642963059537262
277,278,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,36,0,1,0.0017165018944069743,0.0033012633211910725,,,0.28120370370370373,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2788541666666667,0.002642963059537262
278,279,5,<pyews.server_abstractions.Configuration object at 0x00000203D7AF2770>,22,36,1,0,0.0033602192997932434,0.001406967407092452,,,2.0,2.0,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.22444444444444445,0.002642963059537262
279,280,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,32,0,1,0.0008125005988404155,4.599846579367295e-05,,,0.27927083333333336,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.28301075268817205,0.002642963059537262
280,281,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,33,1,0,0.0021235120948404074,0.0004071776638738811,,,0.2290909090909091,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.1757142857142857,0.002642963059537262
281,282,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0,1,0.0031379577703773975,0.0014740412589162588,,,0.34308943089430893,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2923232323232323,0.002642963059537262
282,283,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,33,0,1,0.002610438037663698,0.0025112885050475597,,,0.22515151515151513,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2958333333333333,0.002642963059537262
283,284,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,28,1,0,0.00044934998732060194,0.004332468379288912,,,0.1935714285714286,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.18873563218390801,0.002642963059537262
284,285,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,34,0,1,0.0009157265303656459,0.0009830736089497805,,,0.2807843137254902,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2829629629629629,0.002642963059537262
285,286,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,31,0,1,0.0007031306158751249,0.00022715327213518322,,,0.2354838709677419,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.3122222222222222,0.002642963059537262
286,287,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,28,1,0,0.0006756726070307195,0.0028590764850378036,,,0.1717857142857143,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.29000000000000004,0.002642963059537262
287,288,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,29,1,0,0.0007975411717779934,0.003677338594570756,,,0.19885057471264364,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2605208333333333,0.002642963059537262
288,289,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,31,0,1,0.000509483739733696,0.0039944094605743885,,,0.23043010752688173,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.250752688172043,0.002642963059537262
289,290,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,33,0,1,0.000559567823074758,0.0004309522919356823,,,0.31424242424242427,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.31138888888888894,0.002642963059537262
290,291,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,33,0,1,0.0025783462915569544,0.00025905444636009634,,,0.23696969696969694,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.3152380952380952,0.002642963059537262
291,292,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,34,0,1,0.0030311462469398975,0.002965383231639862,,,0.305,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2561764705882353,0.002642963059537262
292,293,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,31,0,1,0.00032418599585071206,0.004981573671102524,,,0.23462365591397846,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.16298850574712642,0.002642963059537262
293,294,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,32,0,1,0.0008681440958753228,0.003007496241480112,,,0.26781249999999995,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2457471264367816,0.002642963059537262
294,295,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,36,0,1,0.0009229994029738009,0.00024582745390944183,,,0.32537037037037037,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.34828828828828823,0.002642963059537262
295,296,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,30,0,1,0.0019195829518139362,0.0006314166821539402,,,0.2753333333333333,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.23125,0.002642963059537262
296,297,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,33,0,1,0.0005398052744567394,0.002057310426607728,,,0.2695959595959596,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.22144444444444444,0.002642963059537262
297,298,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,31,1,0,0.001900151139125228,0.003066261764615774,,,0.25172043010752687,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.291047619047619,0.002642963059537262
298,299,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,35,0,1,0.0033114368561655283,0.003997449763119221,,,0.28400000000000003,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.29312499999999997,0.002642963059537262
299,300,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,31,0,1,0.0005084954900667071,0.0016063989605754614,,,0.25129032258064515,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.21806451612903227,0.002642963059537262
300,301,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,32,0,1,0.0007230826304294169,0.0002773224259726703,,,0.2209375,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.27544444444444444,0.002642963059537262
301,302,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,33,0,1,0.0009770290926098824,0.0002548056363593787,,,0.30989898989898984,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.23379310344827584,0.002642963059537262
302,303,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,29,0,1,0.0007599806413054466,0.0002526872558519244,,,0.2006896551724138,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.3319191919191919,0.002642963059537262
303,304,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,27,0,1,0.0004789873491972685,0.002294279169291258,,,0.16543209876543208,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.29382352941176476,0.002642963059537262
304,305,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,33,0,1,0.0014243284240365028,0.002753522479906678,,,0.2536363636363636,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2904040404040404,0.002642963059537262
305,306,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,33,0,1,0.0011967356549575925,0.0021090004593133926,,,0.23292929292929293,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.3170588235294118,0.002642963059537262
306,307,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,37,0,1,0.00042902686982415617,0.0019141437951475382,,,0.33567567567567563,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2643010752688172,0.002642963059537262
307,308,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,36,0,1,0.0005751433200202882,3.4028525988105685e-05,,,0.3850925925925927,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.21591397849462365,0.002642963059537262
308,309,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,27,0,1,0.0012276603374630213,0.0010243207216262817,,,0.1637037037037037,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.23655913978494622,0.002642963059537262
309,310,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,28,0,1,0.0014244135236367583,0.0006725725252181292,,,0.22857142857142862,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.33314285714285713,0.002642963059537262
310,311,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,29,0,1,0.0011601902078837156,0.002486578421667218,,,0.19885057471264367,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.25290322580645164,0.002642963059537262
311,312,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,33,0,1,0.004187696147710085,0.0027524817269295454,,,0.27585858585858586,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.25604166666666667,0.002642963059537262
312,313,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,28,0,1,0.0007038268959149718,0.0010702506406232715,,,0.18416666666666667,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2191954022988506,0.002642963059537262
313,314,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,28,0,1,0.0017758200410753489,8.120745769701898e-05,,,0.21904761904761907,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.22583333333333333,0.002642963059537262
314,315,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,30,0,1,0.0007252736832015216,0.00017599499551579356,,,0.24566666666666667,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.26711111111111113,0.002642963059537262
315,316,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,34,0,1,0.0006558956811204553,0.001431373879313469,,,0.31686274509803924,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.24333333333333332,0.002642963059537262
316,317,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,37,0,1,0.000751968240365386,0.001012148568406701,,,0.34,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.30720720720720723,0.002642963059537262
317,318,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,31,0,1,0.000695092836394906,0.002347717061638832,,,0.22473118279569892,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.26437499999999997,0.002642963059537262
318,319,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,36,0,1,0.0058258892968297005,0.0018528320360928774,,,0.2643518518518519,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.1988888888888889,0.002642963059537262
319,320,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,35,0,1,0.0002784582320600748,3.0253679142333567e-05,,,0.27580952380952384,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.15264367816091956,0.002642963059537262
320,321,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,35,1,0,0.0008218117291107774,0.00047131950850598514,,,0.2713333333333333,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2304301075268817,0.002642963059537262
321,322,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,32,0,1,0.0006902458844706416,0.001834313152357936,,,0.23822916666666666,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.23129032258064516,0.002642963059537262
322,323,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,35,0,1,0.0015424734447151423,0.001963926712051034,,,0.24695238095238098,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.23969696969696963,0.002642963059537262
323,324,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,34,0,1,0.0016054350417107344,0.0020597828552126884,,,0.2930392156862745,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.31009523809523815,0.002642963059537262
324,325,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,33,0,1,0.0005458435625769198,0.000347668508766219,,,0.2924242424242424,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2655913978494624,0.002642963059537262
325,326,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,33,0,1,0.0005450171884149313,0.00010181983088841662,,,0.31585858585858584,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.20600000000000002,0.002642963059537262
326,327,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,28,1,0,0.000860750675201416,0.0005020739044994116,,,0.2280952380952381,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.31020202020202026,0.002642963059537262
327,328,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,31,0,1,0.004676816985011101,0.0030083751771599054,,,0.22473118279569895,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2785714285714286,0.002642963059537262
328,329,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,31,0,1,0.0006439503049477935,0.002434717956930399,,,0.2529032258064516,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2433333333333333,0.002642963059537262
329,330,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,32,0,1,0.0011287066154181957,0.00027916691033169627,,,0.24000000000000005,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2598989898989899,0.002642963059537262
330,331,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,32,0,1,0.000896020676009357,9.599074837751687e-05,,,0.2627083333333334,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.30801801801801804,0.002642963059537262
331,332,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,29,0,1,0.0011935041984543204,0.0005190190859138966,,,0.20160919540229885,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.25767676767676767,0.002642963059537262
332,333,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,31,0,1,0.0012188375694677234,0.0022209128364920616,,,0.24430107526881714,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.28760416666666666,0.002642963059537262
333,334,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,34,0,1,0.0015033206436783075,0.001552264322526753,,,0.31568627450980397,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.25212121212121213,0.002642963059537262
334,335,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,31,0,1,0.002490050857886672,0.0009470153599977493,,,0.24741935483870967,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2584848484848485,0.002642963059537262
335,336,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,29,1,0,0.005358904600143433,8.135712619150581e-07,,,0.1667816091954023,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2654444444444445,0.002642963059537262
336,337,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,31,1,0,0.0009270511800423265,0.00016457060701213777,,,0.21537634408602152,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2081609195402299,0.002642963059537262
337,338,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,33,0,1,0.0006448473432101309,0.0003852429217658937,,,0.2444444444444445,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.22946236559139788,0.002642963059537262
338,339,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,28,0,1,0.0006398590630851686,0.002074137795716524,,,0.1351190476190476,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.20464285714285713,0.002642963059537262
339,340,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,32,0,1,0.0010743987513706088,0.002836141735315323,,,0.2838541666666667,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2767676767676767,0.002642963059537262
340,341,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,32,0,1,0.002309312578290701,0.0013879584148526192,,,0.26635416666666667,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2404301075268817,0.002642963059537262
341,342,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,30,0,1,0.0006276454078033566,0.00019423352205194533,,,0.18833333333333335,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.23387096774193547,0.002642963059537262
342,343,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,31,0,1,0.0007780584273859859,0.00013886878150515258,,,0.2375268817204301,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.26468749999999996,0.002642963059537262
343,344,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,31,0,1,0.0012426821049302816,0.0008865967974998057,,,0.23129032258064516,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.30480392156862746,0.002642963059537262
344,345,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,34,0,1,0.0013139855582267046,0.0023431743029505014,,,0.26294117647058823,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.19111111111111112,0.002642963059537262
345,346,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,43,0,1,0.0015518846921622753,0.0014515534276142716,,,0.3955813953488372,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.14574712643678162,0.002642963059537262
346,347,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,28,0,1,0.0013740186113864183,0.0010737974662333727,,,0.16297619047619047,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2542528735632184,0.002642963059537262
347,348,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,32,1,0,0.001019750488922,6.230083818081766e-05,,,0.24229166666666666,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.261875,0.002642963059537262
348,349,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,28,0,1,0.0018093407852575183,0.00019545809482224286,,,0.13214285714285715,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.16765432098765432,0.002642963059537262
349,350,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,29,0,1,0.0027824295684695244,0.000566914735827595,,,0.2232183908045977,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2118888888888889,0.002642963059537262
350,351,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,31,0,1,0.0006152629503048956,0.0016016063746064901,,,0.24333333333333332,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.21477777777777782,0.002642963059537262
351,352,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,31,0,1,0.0003443360619712621,0.001024416065774858,,,0.22698924731182796,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2441111111111111,0.002642963059537262
352,353,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,30,0,1,0.0009531900868751109,0.0005280456971377134,,,0.2308888888888889,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2829166666666667,0.002642963059537262
353,354,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,35,0,1,0.0013227893505245447,3.119575558230281e-05,,,0.27476190476190476,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2752941176470588,0.002642963059537262
354,355,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,31,0,1,0.0022085034288465977,9.646375838201493e-05,,,0.24956989247311834,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2768686868686869,0.002642963059537262
355,356,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,29,1,0,0.0010124912951141596,0.0007828441448509693,,,0.17241379310344823,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2653535353535354,0.002642963059537262
356,357,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,32,0,1,0.0021475614048540592,0.0007611523615196347,,,0.30552083333333335,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.286078431372549,0.002642963059537262
