,episodes,chosen_conf_index,chosen_conf,chosen_conf_index_in_labels,number_of_requests,policy1,policy2,loss_q1,loss_q2,loss_w1,loss_w2,avg_response_time,cost
191,192,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,4,0,1,0.028943879529833794,0.013459352776408195,,,0.26666666666666666,0.17264681008681748
192,193,3,<pyews.server_abstractions.Configuration object at 0x0000022473E22920>,39,5,1,0,0.026576658710837364,0.06544443964958191,,,0.346,0.3054506676452877
193,194,3,<pyews.server_abstractions.Configuration object at 0x0000022473E22920>,39,7,1,0,0.03265586495399475,0.040084294974803925,,,0.31190476190476196,0.3054506676452877
194,195,3,<pyews.server_abstractions.Configuration object at 0x0000022473E22920>,39,5,1,0,0.058568473905324936,0.020588954910635948,,,0.0,0.3054506676452877
195,196,6,<pyews.server_abstractions.Configuration object at 0x0000022473E0D960>,33,4,0,1,0.03413749486207962,0.043567441403865814,,,0.21333333333333332,0.26437782470823623
196,197,3,<pyews.server_abstractions.Configuration object at 0x0000022473E22920>,39,7,1,0,0.02144915983080864,0.007873322814702988,,,0.33,0.3054506676452877
197,198,3,<pyews.server_abstractions.Configuration object at 0x0000022473E22920>,39,9,1,0,0.04150322824716568,0.04426214098930359,,,0.37777777777777777,0.3054506676452877
198,199,3,<pyews.server_abstractions.Configuration object at 0x0000022473E22920>,39,7,1,0,0.030061358585953712,0.04121805727481842,,,0.20428571428571432,0.3054506676452877
199,200,3,<pyews.server_abstractions.Configuration object at 0x0000022473E22920>,39,7,1,0,0.014777502976357937,0.018334807828068733,,,0.2642857142857143,0.3054506676452877
200,201,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,5,1,0,0.041056372225284576,0.050643064081668854,,,0.16133333333333333,0.17264681008681748
201,202,6,<pyews.server_abstractions.Configuration object at 0x0000022473E0D960>,33,5,0,1,0.022685352712869644,0.016800889745354652,,,0.16466666666666668,0.26437782470823623
202,203,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,6,1,0,0.048933956772089005,0.014573660679161549,,,0.18888888888888888,0.17264681008681748
203,204,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,4,1,0,0.023873183876276016,0.030987337231636047,,,0.0,0.17264681008681748
204,205,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,5,1,0,0.007157101761549711,0.02057676389813423,,,0.16466666666666668,0.17264681008681748
205,206,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,6,1,0,0.03391461819410324,0.03867819905281067,,,0.2477777777777778,0.17264681008681748
206,207,18,<pyews.server_abstractions.Configuration object at 0x0000022473E20E20>,37,5,0,1,0.07188177108764648,0.061756543815135956,,,0.25266666666666665,0.308151228202052
207,208,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,7,1,0,0.04490092396736145,0.04859299212694168,,,0.45761904761904765,0.1854343365664084
208,209,18,<pyews.server_abstractions.Configuration object at 0x0000022473E20E20>,37,4,0,1,0.07185859978199005,0.0072681475430727005,,,0.1625,0.308151228202052
209,210,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,5,1,0,0.035090863704681396,0.026059873402118683,,,0.3586666666666667,0.1854343365664084
210,211,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,6,1,0,0.06534303724765778,0.031589947640895844,,,0.2927777777777778,0.1854343365664084
211,212,21,<pyews.server_abstractions.Configuration object at 0x000002246D8B7880>,8,4,1,0,0.04351089149713516,0.02539684623479843,,,0.0,0.26912595698583663
212,213,3,<pyews.server_abstractions.Configuration object at 0x0000022473E22920>,39,4,0,1,0.016300631687045097,0.04161711782217026,,,0.10666666666666666,0.3054506676452877
213,214,21,<pyews.server_abstractions.Configuration object at 0x000002246D8B7880>,8,6,1,0,0.02787787839770317,0.021130837500095367,,,0.28777777777777774,0.26912595698583663
214,215,21,<pyews.server_abstractions.Configuration object at 0x000002246D8B7880>,8,6,1,0,0.03555624186992645,0.036229800432920456,,,0.15,0.26912595698583663
215,216,21,<pyews.server_abstractions.Configuration object at 0x000002246D8B7880>,8,5,1,0,0.04218902811408043,0.061759091913700104,,,0.0,0.26912595698583663
216,217,21,<pyews.server_abstractions.Configuration object at 0x000002246D8B7880>,8,6,1,0,0.03885341435670853,0.08785869181156158,,,0.26722222222222225,0.26912595698583663
217,218,21,<pyews.server_abstractions.Configuration object at 0x000002246D8B7880>,8,7,1,0,0.03993712365627289,0.012290251441299915,,,0.23857142857142857,0.26912595698583663
218,219,21,<pyews.server_abstractions.Configuration object at 0x000002246D8B7880>,8,7,1,0,0.024549975991249084,0.03157270699739456,,,0.22571428571428573,0.26912595698583663
219,220,21,<pyews.server_abstractions.Configuration object at 0x000002246D8B7880>,8,8,1,0,0.0374608114361763,0.06363320350646973,,,0.30083333333333334,0.26912595698583663
220,221,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,4,1,0,0.02237982489168644,0.05589304491877556,,,0.09833333333333333,0.17264681008681748
221,222,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,7,1,0,0.026145894080400467,0.017016813158988953,,,0.22999999999999998,0.17264681008681748
222,223,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,8,1,0,0.0475693978369236,0.06693807244300842,,,0.32458333333333333,0.17264681008681748
223,224,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,7,1,0,0.051674067974090576,0.03393785282969475,,,0.24428571428571427,0.17264681008681748
224,225,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,7,1,0,0.033748604357242584,0.06349141895771027,,,0.40285714285714286,0.17264681008681748
225,226,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,6,1,0,0.016892684623599052,0.008255393244326115,,,0.14166666666666666,0.17264681008681748
226,227,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,9,1,0,0.031258296221494675,0.01239317748695612,,,0.41814814814814816,0.17264681008681748
227,228,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,7,1,0,0.013550249859690666,0.01767122559249401,,,0.23761904761904762,0.17264681008681748
228,229,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,5,1,0,0.02125658467411995,0.022397203370928764,,,0.14866666666666667,0.17264681008681748
229,230,3,<pyews.server_abstractions.Configuration object at 0x0000022473E22920>,39,4,0,1,0.01171181071549654,0.05271387845277786,,,0.22583333333333333,0.3054506676452877
230,231,3,<pyews.server_abstractions.Configuration object at 0x0000022473E22920>,39,7,1,0,0.011171245947480202,0.033995408564805984,,,0.29619047619047617,0.3054506676452877
231,232,3,<pyews.server_abstractions.Configuration object at 0x0000022473E22920>,39,7,1,0,0.014091219753026962,0.05831834673881531,,,0.2280952380952381,0.3054506676452877
232,233,18,<pyews.server_abstractions.Configuration object at 0x0000022473E20E20>,37,4,0,1,0.009686140343546867,0.013830219395458698,,,0.0,0.308151228202052
233,234,3,<pyews.server_abstractions.Configuration object at 0x0000022473E22920>,39,4,1,0,0.013904497027397156,0.022623371332883835,,,0.11249999999999999,0.3054506676452877
234,235,3,<pyews.server_abstractions.Configuration object at 0x0000022473E22920>,39,6,1,0,0.012831054627895355,0.01709243655204773,,,0.19555555555555557,0.3054506676452877
235,236,3,<pyews.server_abstractions.Configuration object at 0x0000022473E22920>,39,6,1,0,0.041861217468976974,0.08352448046207428,,,0.27444444444444444,0.3054506676452877
236,237,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,6,1,0,0.012779058888554573,0.01565368101000786,,,0.3844444444444444,0.1854343365664084
237,238,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,4,0,1,0.05502177029848099,0.03563358262181282,,,0.0,0.17264681008681748
238,239,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,6,1,0,0.007524391636252403,0.034120235592126846,,,0.4283333333333333,0.1854343365664084
239,240,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,6,1,0,0.021762527525424957,0.011125538498163223,,,0.29555555555555557,0.1854343365664084
240,241,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,7,1,0,0.008905221708118916,0.010202826000750065,,,0.23952380952380953,0.1854343365664084
241,242,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,4,1,0,0.010489173233509064,0.01360404584556818,,,0.0,0.1854343365664084
242,243,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,6,1,0,0.0162252988666296,0.03328518196940422,,,0.17944444444444443,0.1854343365664084
243,244,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,5,1,0,0.00967226829379797,0.025056617334485054,,,0.11066666666666666,0.1854343365664084
244,245,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,6,1,0,0.018288355320692062,0.019482091069221497,,,0.2705555555555556,0.1854343365664084
245,246,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,4,1,0,0.013348616659641266,0.048519693315029144,,,0.2375,0.17264681008681748
246,247,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,7,1,0,0.011529210023581982,0.02698664925992489,,,0.24476190476190476,0.17264681008681748
247,248,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,7,1,0,0.016309212893247604,0.04795633256435394,,,0.2671428571428572,0.17264681008681748
248,249,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,7,1,0,0.01700625568628311,0.03313622251152992,,,0.29714285714285715,0.17264681008681748
249,250,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,6,1,0,0.012870565056800842,0.020585374906659126,,,0.245,0.17264681008681748
250,251,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,7,1,0,0.011237295344471931,0.016634689643979073,,,0.2785714285714286,0.17264681008681748
251,252,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,7,1,0,0.020040646195411682,0.005843074060976505,,,0.29714285714285715,0.17264681008681748
252,253,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,7,1,0,0.026284653693437576,0.02326008677482605,,,0.30904761904761907,0.17264681008681748
253,254,18,<pyews.server_abstractions.Configuration object at 0x0000022473E20E20>,37,4,0,1,0.012866939418017864,0.014369744807481766,,,0.008333333333333331,0.308151228202052
254,255,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,5,1,0,0.009732615202665329,0.03495617210865021,,,0.15933333333333333,0.17264681008681748
255,256,18,<pyews.server_abstractions.Configuration object at 0x0000022473E20E20>,37,5,1,0,0.028410257771611214,0.02499297447502613,,,0.16466666666666668,0.308151228202052
256,257,18,<pyews.server_abstractions.Configuration object at 0x0000022473E20E20>,37,6,1,0,0.01572241261601448,0.015369655564427376,,,0.17888888888888888,0.308151228202052
257,258,18,<pyews.server_abstractions.Configuration object at 0x0000022473E20E20>,37,9,1,0,0.0304926335811615,0.006763894110918045,,,0.3459259259259259,0.308151228202052
258,259,3,<pyews.server_abstractions.Configuration object at 0x0000022473E22920>,39,5,1,0,0.008895492181181908,0.009157541207969189,,,0.31933333333333336,0.3054506676452877
259,260,3,<pyews.server_abstractions.Configuration object at 0x0000022473E22920>,39,6,1,0,0.031427040696144104,0.006005815230309963,,,0.13777777777777778,0.3054506676452877
260,261,3,<pyews.server_abstractions.Configuration object at 0x0000022473E22920>,39,6,1,0,0.016487788408994675,0.0381544753909111,,,0.33944444444444444,0.3054506676452877
261,262,3,<pyews.server_abstractions.Configuration object at 0x0000022473E22920>,39,5,1,0,0.015243676491081715,0.007710440084338188,,,0.172,0.3054506676452877
262,263,3,<pyews.server_abstractions.Configuration object at 0x0000022473E22920>,39,9,1,0,0.006523598451167345,0.0012585246004164219,,,0.3514814814814815,0.3054506676452877
263,264,3,<pyews.server_abstractions.Configuration object at 0x0000022473E22920>,39,6,1,0,0.0026292467955499887,0.015050016343593597,,,0.13722222222222222,0.3054506676452877
264,265,21,<pyews.server_abstractions.Configuration object at 0x000002246D8B7880>,8,5,1,0,0.01708451844751835,0.011579187586903572,,,0.29533333333333334,0.26912595698583663
265,266,21,<pyews.server_abstractions.Configuration object at 0x000002246D8B7880>,8,6,1,0,0.008954624645411968,0.008075348101556301,,,0.10222222222222221,0.26912595698583663
266,267,21,<pyews.server_abstractions.Configuration object at 0x000002246D8B7880>,8,5,1,0,0.016223739832639694,0.022551294416189194,,,0.16066666666666668,0.26912595698583663
267,268,21,<pyews.server_abstractions.Configuration object at 0x000002246D8B7880>,8,8,1,0,0.017555441707372665,0.008255365304648876,,,0.32375,0.26912595698583663
268,269,21,<pyews.server_abstractions.Configuration object at 0x000002246D8B7880>,8,7,1,0,0.014287985861301422,0.015437393449246883,,,0.4004761904761905,0.26912595698583663
269,270,21,<pyews.server_abstractions.Configuration object at 0x000002246D8B7880>,8,7,1,0,0.004962123930454254,0.010901054367423058,,,0.2580952380952381,0.26912595698583663
270,271,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,5,0,1,0.016530174762010574,0.01070157065987587,,,0.19066666666666668,0.17264681008681748
271,272,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,7,1,0,0.01268099620938301,0.025719206780195236,,,0.3219047619047619,0.17264681008681748
272,273,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,5,1,0,0.013222010806202888,0.007946139201521873,,,0.21666666666666665,0.17264681008681748
273,274,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,5,0,1,0.02214542217552662,0.02347526326775551,,,0.182,0.17264681008681748
274,275,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,8,1,0,0.020057406276464462,0.00672252057120204,,,0.3358333333333333,0.17264681008681748
275,276,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,6,1,0,0.012747151777148247,0.0160377100110054,,,0.11388888888888889,0.17264681008681748
276,277,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,7,1,0,0.009095944464206696,0.0563272163271904,,,0.3138095238095238,0.17264681008681748
277,278,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,6,1,0,0.02972024492919445,0.021795934066176414,,,0.2816666666666667,0.17264681008681748
278,279,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,6,1,0,0.005123096983879805,0.0060253143310546875,,,0.2727777777777778,0.17264681008681748
279,280,18,<pyews.server_abstractions.Configuration object at 0x0000022473E20E20>,37,7,1,0,0.02003313973546028,0.016597291454672813,,,0.3761904761904762,0.308151228202052
280,281,18,<pyews.server_abstractions.Configuration object at 0x0000022473E20E20>,37,6,1,0,0.028028778731822968,0.006043937057256699,,,0.11722222222222223,0.308151228202052
281,282,6,<pyews.server_abstractions.Configuration object at 0x0000022473E0D960>,33,7,0,1,0.03337807208299637,0.01469258964061737,,,0.4138095238095238,0.26437782470823623
282,283,18,<pyews.server_abstractions.Configuration object at 0x0000022473E20E20>,37,7,1,0,0.01707921363413334,0.015244458802044392,,,0.41000000000000003,0.308151228202052
283,284,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,7,1,0,0.011635145172476768,0.012291526421904564,,,0.22095238095238093,0.1854343365664084
284,285,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,6,1,0,0.005551501177251339,0.023814072832465172,,,0.22166666666666668,0.1854343365664084
285,286,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,6,1,0,0.014433613047003746,0.014067405834794044,,,0.44722222222222224,0.1854343365664084
286,287,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,6,1,0,0.013850489631295204,0.009296668693423271,,,0.29666666666666663,0.1854343365664084
287,288,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,7,1,0,0.007009904831647873,0.03600398451089859,,,0.2538095238095238,0.1854343365664084
288,289,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,7,1,0,0.029111461713910103,0.008903861977159977,,,0.44428571428571434,0.1854343365664084
289,290,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,6,0,1,0.009638161398470402,0.014170515350997448,,,0.13333333333333333,0.1854343365664084
290,291,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,8,1,0,0.024543477222323418,0.037285156548023224,,,0.3525,0.1854343365664084
291,292,6,<pyews.server_abstractions.Configuration object at 0x0000022473E0D960>,33,5,1,0,0.015038670040667057,0.025764264166355133,,,0.24733333333333335,0.26437782470823623
292,293,6,<pyews.server_abstractions.Configuration object at 0x0000022473E0D960>,33,7,1,0,0.018395589664578438,0.0022319850977510214,,,0.34904761904761905,0.26437782470823623
293,294,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,6,1,0,0.01467664260417223,0.025542059913277626,,,0.2783333333333333,0.17264681008681748
294,295,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,5,0,1,0.013241122476756573,0.017033375799655914,,,0.328,0.1854343365664084
295,296,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,4,1,0,0.015398680232465267,0.03331480547785759,,,0.17083333333333334,0.17264681008681748
296,297,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,7,1,0,0.0283998791128397,0.022659141570329666,,,0.2638095238095238,0.17264681008681748
297,298,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,8,1,0,0.026605090126395226,0.031269073486328125,,,0.33083333333333337,0.17264681008681748
298,299,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,5,1,0,0.018038246780633926,0.014270119369029999,,,0.17266666666666666,0.17264681008681748
299,300,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,7,1,0,0.035555314272642136,0.005225468426942825,,,0.24523809523809526,0.17264681008681748
300,301,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,8,1,0,0.016544343903660774,0.01341862604022026,,,0.2333333333333333,0.17264681008681748
301,302,21,<pyews.server_abstractions.Configuration object at 0x000002246D8B7880>,8,5,1,0,0.004899804480373859,0.06996320933103561,,,0.198,0.26912595698583663
302,303,21,<pyews.server_abstractions.Configuration object at 0x000002246D8B7880>,8,5,1,0,0.00781005434691906,0.0033929087221622467,,,0.0,0.26912595698583663
303,304,21,<pyews.server_abstractions.Configuration object at 0x000002246D8B7880>,8,7,1,0,0.025791719555854797,0.0026012249290943146,,,0.2580952380952381,0.26912595698583663
304,305,18,<pyews.server_abstractions.Configuration object at 0x0000022473E20E20>,37,5,1,0,0.02338772639632225,0.0014653620310127735,,,0.164,0.308151228202052
305,306,18,<pyews.server_abstractions.Configuration object at 0x0000022473E20E20>,37,7,1,0,0.021727807819843292,0.00555915292352438,,,0.2357142857142857,0.308151228202052
306,307,18,<pyews.server_abstractions.Configuration object at 0x0000022473E20E20>,37,6,1,0,0.037492942065000534,0.010077916085720062,,,0.1461111111111111,0.308151228202052
307,308,21,<pyews.server_abstractions.Configuration object at 0x000002246D8B7880>,8,4,1,0,0.01463317684829235,0.007983140647411346,,,0.0,0.26912595698583663
308,309,6,<pyews.server_abstractions.Configuration object at 0x0000022473E0D960>,33,4,0,1,0.017872611060738564,0.041744641959667206,,,0.20083333333333334,0.26437782470823623
309,310,21,<pyews.server_abstractions.Configuration object at 0x000002246D8B7880>,8,7,1,0,0.024327097460627556,0.0320553183555603,,,0.35428571428571426,0.26912595698583663
310,311,21,<pyews.server_abstractions.Configuration object at 0x000002246D8B7880>,8,7,1,0,0.005621553398668766,0.007051491178572178,,,0.29000000000000004,0.26912595698583663
311,312,21,<pyews.server_abstractions.Configuration object at 0x000002246D8B7880>,8,8,1,0,0.022324088960886,0.006905480287969112,,,0.4808333333333334,0.26912595698583663
312,313,3,<pyews.server_abstractions.Configuration object at 0x0000022473E22920>,39,4,1,0,0.010522253811359406,0.011642850935459137,,,0.18,0.3054506676452877
313,314,3,<pyews.server_abstractions.Configuration object at 0x0000022473E22920>,39,4,1,0,0.01941262185573578,0.01278584636747837,,,0.0,0.3054506676452877
314,315,3,<pyews.server_abstractions.Configuration object at 0x0000022473E22920>,39,7,1,0,0.011467359960079193,0.015225172974169254,,,0.2642857142857143,0.3054506676452877
315,316,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,5,1,0,0.012311069294810295,0.01255097147077322,,,0.15733333333333333,0.1854343365664084
316,317,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,4,1,0,0.0456453338265419,0.00739298528060317,,,0.0,0.1854343365664084
317,318,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,7,1,0,0.010307391174137592,0.003975710831582546,,,0.29571428571428576,0.1854343365664084
318,319,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,5,0,1,0.01673608273267746,0.00703331409022212,,,0.312,0.17264681008681748
319,320,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,7,0,1,0.005784046370536089,0.004610542207956314,,,0.2642857142857143,0.17264681008681748
320,321,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,5,1,0,0.01595294661819935,0.007154006976634264,,,0.2166666666666667,0.1854343365664084
321,322,6,<pyews.server_abstractions.Configuration object at 0x0000022473E0D960>,33,6,1,0,0.014154216274619102,0.014920172281563282,,,0.42777777777777776,0.26437782470823623
322,323,6,<pyews.server_abstractions.Configuration object at 0x0000022473E0D960>,33,6,1,0,0.008883670903742313,0.020009011030197144,,,0.2888888888888889,0.26437782470823623
323,324,6,<pyews.server_abstractions.Configuration object at 0x0000022473E0D960>,33,6,1,0,0.014220405369997025,0.014348636381328106,,,0.23944444444444443,0.26437782470823623
324,325,6,<pyews.server_abstractions.Configuration object at 0x0000022473E0D960>,33,8,1,0,0.0034659758675843477,0.007807477843016386,,,0.31625000000000003,0.26437782470823623
325,326,32,<pyews.server_abstractions.Configuration object at 0x0000022473E38460>,41,6,0,1,0.010545261204242706,0.03345203772187233,,,0.3644444444444444,0.002642963059537262
326,327,6,<pyews.server_abstractions.Configuration object at 0x0000022473E0D960>,33,6,1,0,0.010541180148720741,0.00945940613746643,,,0.26833333333333337,0.26437782470823623
327,328,6,<pyews.server_abstractions.Configuration object at 0x0000022473E0D960>,33,6,1,0,0.006959198974072933,0.006943186279386282,,,0.09722222222222222,0.26437782470823623
328,329,6,<pyews.server_abstractions.Configuration object at 0x0000022473E0D960>,33,8,1,0,0.036759354174137115,0.01492683682590723,,,0.3704166666666666,0.26437782470823623
329,330,21,<pyews.server_abstractions.Configuration object at 0x000002246D8B7880>,8,5,1,0,0.050493039190769196,0.03353147208690643,,,0.18133333333333332,0.26912595698583663
330,331,21,<pyews.server_abstractions.Configuration object at 0x000002246D8B7880>,8,7,1,0,0.01889737881720066,0.00321482727304101,,,0.22428571428571425,0.26912595698583663
331,332,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,7,0,1,0.026552703231573105,0.02224673330783844,,,0.3495238095238095,0.17264681008681748
332,333,21,<pyews.server_abstractions.Configuration object at 0x000002246D8B7880>,8,7,1,0,0.007700486108660698,0.01763966679573059,,,0.36904761904761907,0.26912595698583663
333,334,21,<pyews.server_abstractions.Configuration object at 0x000002246D8B7880>,8,6,1,0,0.021856289356946945,0.015145850367844105,,,0.3461111111111111,0.26912595698583663
334,335,21,<pyews.server_abstractions.Configuration object at 0x000002246D8B7880>,8,7,1,0,0.0073501961305737495,0.02539418451488018,,,0.3766666666666666,0.26912595698583663
335,336,21,<pyews.server_abstractions.Configuration object at 0x000002246D8B7880>,8,7,1,0,0.016044510528445244,0.021456601098179817,,,0.23047619047619047,0.26912595698583663
336,337,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,6,1,0,0.015268256887793541,0.019429724663496017,,,0.27944444444444444,0.17264681008681748
337,338,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,5,1,0,0.01839272677898407,0.017318231984972954,,,0.0,0.17264681008681748
338,339,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,6,1,0,0.01802341639995575,0.01332391332834959,,,0.13999999999999999,0.17264681008681748
339,340,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,5,1,0,0.009989321231842041,0.0076497504487633705,,,0.18733333333333335,0.17264681008681748
340,341,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,7,0,1,0.008662845008075237,0.008594313636422157,,,0.3157142857142857,0.17264681008681748
341,342,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,6,1,0,0.01839469000697136,0.019649814814329147,,,0.135,0.17264681008681748
342,343,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,7,1,0,0.016920484602451324,0.015963295474648476,,,0.259047619047619,0.17264681008681748
343,344,3,<pyews.server_abstractions.Configuration object at 0x0000022473E22920>,39,7,1,0,0.012109793722629547,0.00744258938357234,,,0.35809523809523813,0.3054506676452877
344,345,3,<pyews.server_abstractions.Configuration object at 0x0000022473E22920>,39,9,1,0,0.023636594414711,0.02604653313755989,,,0.3648148148148148,0.3054506676452877
345,346,3,<pyews.server_abstractions.Configuration object at 0x0000022473E22920>,39,5,1,0,0.013727440498769283,0.021061625331640244,,,0.0,0.3054506676452877
346,347,3,<pyews.server_abstractions.Configuration object at 0x0000022473E22920>,39,5,1,0,0.012912104837596416,0.023912949487566948,,,0.16333333333333333,0.3054506676452877
347,348,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,6,1,0,0.014467248693108559,0.009163177572190762,,,0.31888888888888894,0.1854343365664084
348,349,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,5,1,0,0.03952760994434357,0.016944266855716705,,,0.0,0.1854343365664084
349,350,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,6,1,0,0.07264547049999237,0.00795265194028616,,,0.1127777777777778,0.1854343365664084
350,351,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,6,1,0,0.029311243444681168,0.00814659520983696,,,0.2988888888888889,0.1854343365664084
351,352,3,<pyews.server_abstractions.Configuration object at 0x0000022473E22920>,39,6,0,1,0.047561679035425186,0.024426329880952835,,,0.29277777777777775,0.3054506676452877
352,353,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,4,1,0,0.019259314984083176,0.013192999176681042,,,0.022499999999999992,0.1854343365664084
353,354,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,6,1,0,0.004952548537403345,0.014724178239703178,,,0.30666666666666664,0.1854343365664084
354,355,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,5,0,1,0.007034892216324806,0.020584529265761375,,,0.19,0.17264681008681748
355,356,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,8,0,1,0.0177365280687809,0.01444377563893795,,,0.20208333333333334,0.17264681008681748
356,357,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,7,1,0,0.012259965762495995,0.018682198598980904,,,0.3590476190476191,0.1854343365664084
357,358,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,5,1,0,0.016495658084750175,0.016239171847701073,,,0.158,0.1854343365664084
358,359,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,4,1,0,0.015768330544233322,0.009974896907806396,,,0.0,0.17264681008681748
359,360,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,7,1,0,0.04805182293057442,0.012576982378959656,,,0.2671428571428572,0.17264681008681748
360,361,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,5,1,0,0.01760965958237648,0.026058759540319443,,,0.16933333333333334,0.17264681008681748
